20,0.001,1000,23,930,907
20,0.001,1000,23,930,907
20,0.001,1000,23,936,913
20,0.001,1000,23,929,906
20,0.001,1000,7,177,170
20,0.001,1000,56,1577,1521
20,0.001,1000,62,1600,1538
20,0.001,1000,23,936,913
20,0.001,1000,61,1599,1538
20,0.001,1000,23,936,913
20,0.001,1000,23,936,913
20,0.001,1000,23,930,907
20,0.001,1000,23,929,906
20,0.001,1000,23,931,908
20,0.001,1000,23,934,911
20,0.001,1000,23,931,908
20,0.001,1000,23,929,906
20,0.001,1000,39,1433,1394
20,0.001,1000,23,936,913
20,0.001,1000,62,1599,1537
20,0.001,1000,23,927,904
20,0.001,1000,23,936,913
20,0.001,1000,57,1578,1521
20,0.001,1000,23,930,907
20,0.001,1000,88,2226,2138
20,0.001,1000,23,927,904
20,0.001,1000,23,930,907
20,0.001,1000,23,930,907
20,0.001,1000,23,926,903
20,0.001,1000,23,930,907
20,0.001,1000,23,931,908
20,0.001,1000,23,931,908
20,0.001,1000,56,1509,1453
20,0.001,1000,23,930,907
20,0.001,1000,23,931,908
20,0.001,1000,23,929,906
20,0.001,1000,23,929,906
20,0.001,1000,23,930,907
20,0.001,1000,23,930,907
20,0.001,1000,23,930,907
20,0.001,1000,23,929,906
20,0.001,1000,23,936,913
20,0.001,1000,23,930,907
20,0.001,1000,56,1565,1509
20,0.001,1000,23,926,903
20,0.001,1000,23,930,907
20,0.001,1000,61,1593,1532
20,0.001,1000,51,1478,1427
20,0.001,1000,23,931,908
20,0.001,1000,23,937,914
20,0.001,1000,25,1008,983
20,0.001,1000,23,926,903
20,0.001,1000,23,930,907
20,0.001,1000,23,931,908
20,0.001,1000,23,929,906
20,0.001,1000,23,926,903
20,0.001,1000,23,935,912
20,0.001,1000,61,1599,1538
20,0.001,1000,23,935,912
20,0.001,1000,23,930,907
20,0.001,1000,23,930,907
20,0.001,1000,23,936,913
20,0.001,1000,23,931,908
20,0.001,1000,23,936,913
20,0.001,1000,23,936,913
20,0.001,1000,23,937,914
20,0.001,1000,15,543,528
20,0.001,1000,43,1742,1699
20,0.001,1000,23,930,907
20,0.001,1000,23,930,907
20,0.001,1000,23,936,913
20,0.001,1000,23,930,907
20,0.001,1000,23,937,914
20,0.001,1000,23,930,907
20,0.001,1000,23,930,907
20,0.001,1000,23,929,906
20,0.001,1000,23,931,908
20,0.001,1000,23,930,907
20,0.001,1000,23,926,903
20,0.001,1000,23,929,906
20,0.001,1000,27,1075,1048
20,0.001,1000,23,930,907
20,0.001,1000,61,1594,1533
20,0.001,1000,23,931,908
20,0.001,1000,23,931,908
20,0.001,1000,23,930,907
20,0.001,1000,23,926,903
20,0.001,1000,17,634,617
20,0.001,1000,23,931,908
20,0.001,1000,23,935,912
20,0.001,1000,23,934,911
20,0.001,1000,23,926,903
20,0.001,1000,9,305,296
20,0.001,1000,23,930,907
20,0.001,1000,43,1742,1699
20,0.001,1000,23,932,909
20,0.001,1000,23,931,908
20,0.001,1000,8,232,224
20,0.001,1000,23,926,903
20,0.001,1000,23,936,913
20,0.001,1000,7,186,179
20,0.001,1000,23,926,903
20,0.001,1000,23,937,914
20,0.001,1000,51,1477,1426
20,0.001,1000,11,436,425
20,0.001,1000,23,934,911
20,0.001,1000,61,1594,1533
20,0.001,1000,23,929,906
20,0.001,1000,23,931,908
20,0.001,1000,88,2226,2138
20,0.001,1000,23,937,914
20,0.001,1000,23,936,913
20,0.001,1000,7,197,190
20,0.001,1000,23,930,907
20,0.001,1000,23,930,907
20,0.001,1000,23,929,906
20,0.001,1000,23,936,913
20,0.001,1000,23,937,914
20,0.001,1000,88,2226,2138
20,0.001,1000,23,935,912
10,0.001,1000,17,613,596
10,0.001,1000,23,937,914
10,0.001,1000,23,929,906
10,0.001,1000,23,937,914
10,0.001,1000,23,931,908
10,0.001,1000,23,930,907
10,0.001,1000,38,1402,1364
10,0.001,1000,23,936,913
10,0.001,1000,23,926,903
10,0.001,1000,23,935,912
10,0.001,1000,23,937,914
10,0.001,1000,89,2244,2155
10,0.001,1000,23,931,908
10,0.001,1000,23,929,906
10,0.001,1000,23,937,914
10,0.001,1000,23,929,906
10,0.001,1000,23,930,907
10,0.001,1000,23,927,904
10,0.001,1000,15,533,518
10,0.001,1000,23,938,915
10,0.001,1000,23,937,914
10,0.001,1000,23,936,913
10,0.001,1000,17,629,612
10,0.001,1000,23,926,903
10,0.001,1000,23,936,913
10,0.001,1000,23,926,903
10,0.001,1000,23,931,908
10,0.001,1000,23,926,903
10,0.001,1000,23,926,903
10,0.001,1000,23,929,906
10,0.001,1000,23,927,904
10,0.001,1000,11,413,402
10,0.001,1000,23,937,914
10,0.001,1000,23,931,908
10,0.001,1000,23,929,906
10,0.001,1000,23,929,906
10,0.001,1000,23,936,913
10,0.001,1000,23,929,906
10,0.001,1000,43,1742,1699
10,0.001,1000,23,934,911
10,0.001,1000,23,931,908
10,0.001,1000,23,930,907
10,0.001,1000,23,931,908
